Gene,Delta_Correlation,P_Value,FDR,Cancer,Significant
ELAC1,0.1048101711023059,0.7481907987874437,0.881105765477731,Endometrial,False
ELAC2,0.4238586441553967,0.0972177831296078,0.2646805080888666,Endometrial,False
ELANE,-0.0494959297866979,0.837111697282461,0.929547533522344,Endometrial,False
ELAVL1,-0.0917193249080147,0.6974143486603994,0.853048691784727,Endometrial,False
ELF1,0.362915625807563,0.1717196583472569,0.3849209132769827,Endometrial,False
ELF2,-0.1547302891947753,0.3868264167792871,0.6271605715599684,Endometrial,False
ELF3,0.2934140636581551,0.1080629672669621,0.2845930611472431,Endometrial,False
ELK1,-0.4360808546292417,0.1710879174716868,0.383992823889742,Endometrial,False
ELL,-0.0076347784354502,0.9057489389690784,0.9598975727245658,Endometrial,False
ELMO1,0.1565071127081205,0.4493983113438603,0.6805085076438692,Endometrial,False
ELMO2,0.2485613071139387,0.3920563572123253,0.6322013837993834,Endometrial,False
ELMO3,0.4139045445036486,0.0077137376295101,0.0432605491799332,Endometrial,True
ELMOD2,0.316605035502012,0.2251258622502643,0.457426878560001,Endometrial,False
ELN,-0.0441909294512877,0.7097797675799032,0.8590863126130058,Endometrial,False
ELOF1,0.2517901574081349,0.4543363605007284,0.6846337296446067,Endometrial,False
ELOVL1,-0.4414136815032671,0.097507181126831,0.2653024396773797,Endometrial,False
ELOVL5,0.651733261139756,0.0167401676753063,0.0779595609662209,Endometrial,False
ELP2,-0.0481422972324427,0.8630659684391117,0.9419373400309938,Endometrial,False
ELP3,0.0209481867516581,0.986671253544694,0.9950164049186672,Endometrial,False
ELP4,0.348497471173843,0.232061070552341,0.465405428130778,Endometrial,False
ELP5,-0.0148385489090976,0.9352731604012984,0.972490485419902,Endometrial,False
ELP6,0.0980507734147151,0.7468950014747331,0.8805896188395413,Endometrial,False
EMC1,-0.0899883710913946,0.6803006814156252,0.8430116648560249,Endometrial,False
EMC10,0.2365483061171751,0.4341890716954047,0.6686450247765043,Endometrial,False
EMC2,0.5843178937523842,0.0539606096874324,0.1761714728880014,Endometrial,False
EMC3,-0.2436220973874949,0.3489619204171085,0.5912922461386684,Endometrial,False
EMC4,0.4240813777487909,0.1446444030003672,0.3453057826975306,Endometrial,False
EMC6,0.5444625782951651,0.0523461208967887,0.1725985805042451,Endometrial,False
EMC7,-0.4632571096316897,0.0887378618790347,0.2481125441037965,Endometrial,False
EMC8,-0.0913938385242976,0.730793614829714,0.8714656286447227,Endometrial,False
EMC9,0.1092449823412869,0.7437361440003274,0.8798383731089731,Endometrial,False
EMD,-0.0147321044017572,0.9087315377951898,0.961317116189058,Endometrial,False
EME1,0.2955032038193954,0.3497215228203483,0.592102161161344,Endometrial,False
EMG1,0.0135669062180819,0.980862821801552,0.993503304016112,Endometrial,False
EMILIN1,0.1267874063226807,0.4198897126339667,0.6588642615406609,Endometrial,False
EML1,0.2260059928872918,0.0289447294555084,0.1148814068311654,Endometrial,False
EML2,0.0987600218274468,0.7495855642976472,0.8815040140726194,Endometrial,False
EML3,0.1601406851826784,0.558854134307307,0.7623775206028811,Endometrial,False
EML4,0.2457839286551441,0.1473952085264732,0.3498885437152577,Endometrial,False
EMX2,0.6000707158010529,0.0378642231427048,0.1381845694901898,Endometrial,False
ENAH,-0.0443101781946409,0.8107610058032109,0.9158810894887928,Endometrial,False
ENDOD1,0.2860265434453565,0.290309879424124,0.5312988205440655,Endometrial,False
ENDOG,0.4023388565521824,0.0362307913598997,0.1339646593018555,Endometrial,False
ENG,0.2155298229206403,0.4515273887293577,0.6819528702933072,Endometrial,False
ENGASE,-0.1017866372149687,0.6921243723192841,0.8499918799875812,Endometrial,False
ENKD1,0.7877964141122036,0.0103403217587832,0.0539258002327436,Endometrial,False
ENO1,0.6975743880979044,0.006403715346012,0.0377628308751279,Endometrial,True
ENO2,0.142469358748754,0.6699642340580568,0.8363569872124031,Endometrial,False
ENO3,-0.3879678374060397,0.2427154543221698,0.4766892548635502,Endometrial,False
ENOPH1,0.3108890269864514,0.2784171414398126,0.5171011270249963,Endometrial,False
ENOSF1,0.5124996923569152,0.0752342295518114,0.2225072150930909,Endometrial,False
ENPEP,0.281056261767348,0.0485277300759048,0.1647023764677094,Endometrial,False
ENPP1,0.5068710544774375,0.001033812741094,0.009082438401752,Endometrial,True
ENPP2,0.003523617528791,0.7458338827074125,0.8800441510876021,Endometrial,False
ENPP3,0.8625632206539261,1.468846949843797e-05,0.0002556848460627,Endometrial,True
ENPP4,0.3502144272301046,0.0323258722890805,0.1238399614454917,Endometrial,False
ENPP5,0.4174821288741822,0.0849752031133294,0.241076977802614,Endometrial,False
ENSA,0.5764340627017073,0.0014167903104295,0.0116227548180761,Endometrial,True
ENTPD1,-0.0522244133246373,0.6954791054837902,0.8519986114188473,Endometrial,False
ENTPD3,0.099332875970614,0.5556777688066381,0.7597579798449541,Endometrial,False
ENTPD4,-0.432480951883937,0.2122841345636681,0.4415104198906015,Endometrial,False
ENTPD5,0.6317538424621291,0.0030546179547442,0.0210843732578064,Endometrial,True
ENY2,0.3652746329817998,0.2088518834110373,0.4369824022138627,Endometrial,False
EOGT,0.2332620626853548,0.1823486450417524,0.401203894449801,Endometrial,False
EP300,0.189722413644586,0.5401560611151065,0.7488879190738909,Endometrial,False
EP400,0.0536437246963562,0.8633502956397181,0.9419373400309938,Endometrial,False
EPB41,0.3086067112692746,0.0131528505980373,0.0644608173453361,Endometrial,False
EPB41L1,0.6983204367511957,7.941734992255412e-07,2.069606627921889e-05,Endometrial,True
EPB41L2,0.5028780290365882,0.0114758412716837,0.0585073436145593,Endometrial,False
EPB41L3,0.3516965817906038,0.0104208998861789,0.0542809770253152,Endometrial,False
EPB41L4A,0.1002504957728838,0.8067215701472963,0.913670063172491,Endometrial,False
EPB41L4B,0.5925831866901295,0.0177561540199553,0.0810858156294288,Endometrial,False
EPB41L5,0.0958377857082871,0.6430675525493492,0.818728260177014,Endometrial,False
EPB42,0.3045854201789252,0.3155919619654128,0.5562803639017726,Endometrial,False
EPC1,0.8562339256488192,0.000676367813282,0.0064059906929345,Endometrial,True
EPC2,0.0242010509087776,0.9777616509695052,0.991892472032468,Endometrial,False
EPCAM,-0.1574492696553166,0.3861033762778494,0.6266043654943898,Endometrial,False
EPDR1,0.4782628625573755,3.400387633185634e-05,0.0005129458225172,Endometrial,True
EPG5,0.1261033619236307,0.7043086273656258,0.8565463591714975,Endometrial,False
EPHA1,-0.0033401618900935,0.92428098431176,0.9687833812200068,Endometrial,False
EPHA2,0.5933334577178245,0.0269865101690528,0.1097934386826137,Endometrial,False
EPHA4,0.9217835893056422,8.541650290597648e-06,0.0001598849981276,Endometrial,True
EPHA7,1.1603599802040625,1.629588551824176e-06,3.775219834319955e-05,Endometrial,True
EPHB2,0.2887964079593418,0.0909381116060564,0.252319197774662,Endometrial,False
EPHB3,0.2579914905922744,0.0303003530192633,0.1181076008417682,Endometrial,False
EPHB4,0.1506792759312356,0.5819728287547723,0.7785871066715723,Endometrial,False
EPHX1,0.3965503980901518,0.1192446104316325,0.3045496153746858,Endometrial,False
EPHX2,0.3824752654959821,0.0061841341749907,0.0367393318601425,Endometrial,True
EPM2A,0.2155364833607215,0.4809643470108549,0.7027553594733055,Endometrial,False
EPM2AIP1,0.5290118196473179,8.003468052913131e-05,0.0010428470947987,Endometrial,True
EPN1,-0.021241817489841,0.9348527969733602,0.972490485419902,Endometrial,False
EPN2,0.3847022937868402,0.0622630855772553,0.1955042917981349,Endometrial,False
EPN3,0.1386493656156577,0.5851653601044271,0.7801009793764639,Endometrial,False
EPPK1,0.2856493730233932,0.0461831861756854,0.1597053843755131,Endometrial,False
EPS15,0.132489109434798,0.45246384443907,0.6829937089135917,Endometrial,False
EPS15L1,0.0991191677457903,0.7514449515289996,0.8824307687679995,Endometrial,False
EPS8,0.0144415355081648,0.8641555763325228,0.9419373400309938,Endometrial,False
EPS8L1,0.5416794707070962,0.0001395863517169,0.0016804420544186,Endometrial,True
EPS8L2,0.499657593246619,1.4524417289679357e-05,0.0002538564821071,Endometrial,True
EPS8L3,0.8235862059186305,9.458946784815078e-05,0.0012019076323362,Endometrial,True
EPSTI1,0.6543202903473253,0.0168203053414066,0.0782238201814059,Endometrial,False
ERAL1,0.7359276361935936,5.5008345094925454e-05,0.0007763323920326,Endometrial,True
ERAP1,0.825228424990463,3.5389081927863174e-06,7.281951988182532e-05,Endometrial,True
ERAP2,0.0311682438502146,0.981343936550966,0.993503304016112,Endometrial,False
ERBB2,0.3059252058132237,0.1321805201379507,0.3249535644302281,Endometrial,False
ERBB3,0.6876335170988026,0.0016009320169218,0.0127488675894673,Endometrial,True
ERBB4,0.5709339908575877,0.0017106735940805,0.0134020728738765,Endometrial,True
ERC1,0.1331562334641841,0.5937646751392036,0.7859075018874131,Endometrial,False
ERCC1,-0.2650918929894293,0.36371711846435,0.606009532755303,Endometrial,False
ERCC2,0.2547107847359807,0.397720517277591,0.6378771664610563,Endometrial,False
ERCC3,0.0681255614486297,0.8547454289277067,0.9379354782383712,Endometrial,False
ERCC4,0.3294754377761096,0.2948056648715081,0.5349466116988688,Endometrial,False
ERCC6,0.3620342568312063,0.1215559887234487,0.308183222261476,Endometrial,False
ERCC6L,1.0914781327295324,6.315408825973875e-13,5.235173182978724e-11,Endometrial,True
ERCC8,0.1930125026149662,0.5581698798739239,0.7620879426545307,Endometrial,False
ERF,0.2259610769969112,0.4255583928465799,0.6630269237002824,Endometrial,False
ERG,-0.3085109459409571,0.2016656577068919,0.4274958316319501,Endometrial,False
ERGIC1,-0.0886076689268178,0.606172512109056,0.7939998744755274,Endometrial,False
ERGIC2,0.0667337841330002,0.8525119696242394,0.937287028347619,Endometrial,False
ERGIC3,-0.3910117458129776,0.0829888984764987,0.2372201551196865,Endometrial,False
ERH,-0.333297133997022,0.2716713027809507,0.5092886106839103,Endometrial,False
ERI1,0.3977112892706397,0.0280029638362879,0.1125289922581025,Endometrial,False
ERI3,0.2871737445085709,0.3487376785615667,0.5911222500876098,Endometrial,False
ERICH1,-0.0411204423399545,0.8552312377775143,0.938350270214986,Endometrial,False
ERICH5,0.4854406371903573,1.933987313811724e-05,0.000319675137629,Endometrial,True
ERLEC1,0.1088062833023639,0.7346962258295981,0.8741679409121936,Endometrial,False
ERLIN1,0.4221546091086965,0.1329479201846804,0.3260907653311806,Endometrial,False
ERLIN2,0.5500316872377342,0.0429627270176079,0.1512732912464643,Endometrial,False
ERMN,0.652961270938799,4.605987626124432e-05,0.0006626531619468,Endometrial,True
ERMP1,0.5669431352522057,0.0054579840879506,0.0331164735660755,Endometrial,True
ERN1,0.343006657396355,0.2436316215584985,0.4776215836952969,Endometrial,False
ERP29,0.1405364372469635,0.5922594819317964,0.7846311310097954,Endometrial,False
ERP44,0.2450632514182346,0.2714396450368361,0.5090736199958246,Endometrial,False
ERVK3-1,-0.0266155876598205,0.8812416587225447,0.9510635334805988,Endometrial,False
ESAM,0.5074774189975758,0.0350657165997963,0.1310577001185456,Endometrial,False
ESCO1,0.1752704224614337,0.6267582366892404,0.807588576792531,Endometrial,False
ESD,0.2093388134821506,0.3411005172523748,0.5834032034121969,Endometrial,False
ESF1,0.2329402680186555,0.4358751838288984,0.6696633955975505,Endometrial,False
ESPN,0.3602162753213294,0.0026918127872465,0.0190949784027662,Endometrial,True
ESR1,0.7618327221490716,1.724407103075651e-06,3.9497998487290704e-05,Endometrial,True
ESRP1,0.7376744336290808,8.697908106481009e-14,8.319405731737438e-12,Endometrial,True
ESRP2,0.2811064075901701,0.0054198180937715,0.0329428049498515,Endometrial,True
ESRRA,0.4202023348727813,0.1459351634431673,0.3475293194553566,Endometrial,False
ESYT1,0.0709803354540196,0.846123278379903,0.9345396180051349,Endometrial,False
ESYT2,-0.1555698449311384,0.4616018803543105,0.6897215524545606,Endometrial,False
ETF1,0.3485573077538363,0.2585917621738379,0.4931601003420432,Endometrial,False
ETFA,0.660589997908027,0.0205955386855778,0.0902808742533645,Endometrial,False
ETFB,0.4896656534954407,0.0717996821673203,0.2154951196042959,Endometrial,False
ETFDH,0.7019246151385009,0.0093405007227775,0.0501540519994174,Endometrial,False
ETHE1,0.5342742084343428,0.0136079206903454,0.066354813271018,Endometrial,False
ETNK1,0.2006383550640402,0.4264234468019588,0.6631112555675699,Endometrial,False
ETS1,0.0765747361252979,0.8321999873642111,0.928057515764388,Endometrial,False
ETV3,0.0341386916554889,0.971664644548809,0.9897005230845776,Endometrial,False
ETV6,-0.0197113077292248,0.7773875783658311,0.8968033773487334,Endometrial,False
EVI2B,0.7167009013440448,0.0021319606132416,0.0159283992941246,Endometrial,True
EVI5,0.4349299496695913,0.066038350256955,0.2031681750932957,Endometrial,False
EVI5L,-0.4704265779013818,0.081702839083276,0.2351658437105934,Endometrial,False
EVL,-0.5569442735316195,0.0480702284539302,0.1634409518938054,Endometrial,False
EVPL,0.5967711320034949,2.100461142497198e-05,0.0003410898094085,Endometrial,True
EWSR1,-0.1026614203265939,0.7200456298584739,0.8655264690357901,Endometrial,False
EXD2,0.5927234719367978,0.0083722682072668,0.0461216597949686,Endometrial,True
EXOC1,0.0430163696672607,0.8772624333051523,0.948768913952292,Endometrial,False
EXOC2,0.1907102555898748,0.5256809401440528,0.7375170626907451,Endometrial,False
EXOC3,-0.3074201973838032,0.2767677099439001,0.515291154513734,Endometrial,False
EXOC3L2,-0.1668840677799243,0.3947110293252523,0.6351571083836193,Endometrial,False
EXOC4,-0.2051108745677614,0.4283124328657668,0.6640809669749466,Endometrial,False
EXOC5,0.1785766585038701,0.5549156710077662,0.7590737074417093,Endometrial,False
EXOC6,-0.0644499956929968,0.7030674975374206,0.8561686671111348,Endometrial,False
EXOC6B,0.8705253313316024,7.560401145647951e-07,1.995725203253879e-05,Endometrial,True
EXOC7,0.053690640266788,0.868266121168308,0.943729810021098,Endometrial,False
EXOC8,0.2575840173264585,0.4020135692318733,0.6416393815117394,Endometrial,False
EXOG,-0.213118208778903,0.4605200210378509,0.6887227256208684,Endometrial,False
EXOSC1,0.1112035920406581,0.7066792114083164,0.8577173769759695,Endometrial,False
EXOSC10,0.1989726259183146,0.4988123469759158,0.7164640967983056,Endometrial,False
EXOSC2,0.8982804289775175,0.000211531798879,0.002384938830885,Endometrial,True
EXOSC3,0.3896661149600679,0.1856235399032627,0.4058889264263849,Endometrial,False
EXOSC4,-0.2557956880745234,0.4229676585124017,0.6613510607408197,Endometrial,False
EXOSC5,0.6118887131905049,0.0547444435734256,0.1776053331015943,Endometrial,False
EXOSC6,-0.1678023823880487,0.572905094024863,0.773950944962348,Endometrial,False
EXOSC7,-0.1070930189631197,0.6828968023528581,0.8443232967898154,Endometrial,False
EXOSC8,0.3042002510367572,0.2891416076554181,0.5299879689196574,Endometrial,False
EXOSC9,0.1294535951170889,0.6785305343266221,0.8417801839764708,Endometrial,False
EXPH5,0.6938365981844243,0.0038925067232727,0.0256669534237621,Endometrial,True
EXT2,0.7285238977148272,0.0171455184925952,0.0791471916095192,Endometrial,False
EXTL2,-0.1406172285676354,0.4417729474867911,0.6756361269720679,Endometrial,False
EXTL3,0.8969293864030705,0.0135185905148476,0.0660301974417698,Endometrial,False
EYA2,0.6464016526586516,4.503552027539585e-07,1.2644811886356306e-05,Endometrial,True
EYA3,0.5143072493016502,0.0027796116076936,0.0196058660578566,Endometrial,True
EZH1,0.776552196350724,0.0014626022116202,0.0118865449579299,Endometrial,True
EZH2,0.4737458929648179,6.352321806553267e-05,0.0008683203951452,Endometrial,True
EZR,0.7103586503082584,6.993049359194255e-21,1.4492262291053998e-18,Endometrial,True
F10,-0.6106824051252597,0.0283011462596719,0.1132297752646092,Endometrial,False
F11,-0.0787110388009484,0.7655394688592382,0.8909541550898171,Endometrial,False
F11R,0.3795977428862083,0.0849700305399684,0.241076977802614,Endometrial,False
F12,0.364542903904606,0.1981727493032948,0.4228704617913436,Endometrial,False
F13A1,0.1935265742096649,0.0748567858357433,0.2218431950678618,Endometrial,False
F2,0.188426025733068,0.4966414697840511,0.7149390900716165,Endometrial,False
F3,0.3992838068985885,0.0163523451463572,0.0767282006220449,Endometrial,False
F5,0.3411526675571619,0.2494195179542077,0.4838732216898604,Endometrial,False
FA2H,0.4832647027768979,0.1526672906364065,0.3578167268168636,Endometrial,False
FAAH,-0.0109384037015616,0.807164912879354,0.913670063172491,Endometrial,False
FABP4,-0.2463547370882196,0.133054816059288,0.3260907653311806,Endometrial,False
FABP5,0.2186571686991619,0.2077734820960503,0.4360888324485222,Endometrial,False
FABP6,0.2479896777288321,0.3319022522298366,0.5726731482733529,Endometrial,False
FADD,0.194516877299632,0.5018225168514323,0.7183053956659236,Endometrial,False
FADS1,0.4971670651445932,0.0324073536048933,0.1240974948424953,Endometrial,False
FADS2,0.3005429900446698,0.1410184708827688,0.3391613071466207,Endometrial,False
FAF1,0.1602729717091419,0.5395946338675838,0.7487058334422843,Endometrial,False
FAF2,-0.0002534979018741,0.9448374749667812,0.977518766446079,Endometrial,False
FAH,0.5005116104500202,0.0912741734450819,0.2530096833331188,Endometrial,False
FAHD1,0.2617292002510367,0.3733788036549029,0.6135339073083397,Endometrial,False
FAHD2A,0.4468192781462658,0.1187093079834934,0.3037171712781679,Endometrial,False
FAHD2B,-0.2355681771412109,0.1847089491472844,0.4041494955701266,Endometrial,False
FAIM,0.5019961421557166,0.0010340873685818,0.009082438401752,Endometrial,True
FAM102A,-0.205414004847031,0.4502941192001942,0.6810356235479568,Endometrial,False
FAM102B,-0.2328220413145479,0.3336127142263163,0.5743206219592281,Endometrial,False
FAM104A,0.1285311180048022,0.7394304893962872,0.8773177453251478,Endometrial,False
FAM107B,0.1861888251725878,0.4568652805367647,0.6866785359682266,Endometrial,False
FAM110A,0.4828577789251946,0.0435753035379057,0.1529969511875482,Endometrial,False
FAM110C,0.7807718597192281,2.990018249768432e-06,6.363109742294482e-05,Endometrial,True
FAM111A,0.5021293516114345,0.0409733243767002,0.1460408744368547,Endometrial,False
FAM114A1,-0.0852085204828765,0.4513981428915066,0.6819528702933072,Endometrial,False
FAM114A2,0.7434288975302413,0.0010830731242459,0.0094365049784147,Endometrial,True
FAM117A,-0.1382331452568503,0.5410670986161968,0.7496008225680018,Endometrial,False
FAM117B,0.5735893026346554,0.0194509976288829,0.0870444644533661,Endometrial,False
FAM118A,-0.0303602192879908,0.8878383535523429,0.952598281502086,Endometrial,False
FAM118B,0.244143244773144,0.1968116967197306,0.4213897634077505,Endometrial,False
FAM120A,0.2474133369430122,0.2580155982040701,0.4923849521526477,Endometrial,False
FAM120B,0.7823643601639122,0.0018159418606171,0.0139999627589122,Endometrial,True
FAM120C,1.006973653446218,2.9746366526829303e-06,6.345891525723585e-05,Endometrial,True
FAM122A,-0.1324000467617488,0.6312480049675349,0.8106200406074688,Endometrial,False
FAM122B,-0.4469418222227211,0.1190272692944829,0.3040837546049837,Endometrial,False
FAM126A,0.6213780189863553,0.0004938065332735,0.00489532125924,Endometrial,True
FAM126B,0.0579821074781881,0.8661061925935946,0.9425887472401812,Endometrial,False
FAM133B,-0.1035305235305235,0.6425677318099294,0.8186343000107766,Endometrial,False
FAM135A,-0.2526489333451358,0.4410718983420189,0.6747082255129934,Endometrial,False
FAM136A,0.2011707357592016,0.2811415802813818,0.5203567561373372,Endometrial,False
FAM13A,0.5110054739268223,0.0529995677904078,0.1740129151443643,Endometrial,False
FAM151B,-0.1560085770892041,0.5603382438943664,0.7630137789199882,Endometrial,False
FAM160A1,-0.0663255417594722,0.4287977407604334,0.6640809669749466,Endometrial,False
FAM160A2,0.0610190061897788,0.8703729136725564,0.9445284993576069,Endometrial,False
FAM160B1,0.6913856859825505,4.28942080320735e-06,8.563100612641462e-05,Endometrial,True
FAM160B2,0.5137119599325647,0.0613484497749761,0.1935400169776701,Endometrial,False
FAM161A,0.6837189603979663,0.03549520260025,0.132142961262864,Endometrial,False
FAM162A,0.108245911423403,0.7445768623839801,0.8800441510876021,Endometrial,False
FAM168A,0.3213776564980372,0.2709762449943904,0.5087726450620902,Endometrial,False
FAM168B,-0.2111454474976311,0.367207054459468,0.6087943241933732,Endometrial,False
FAM169A,0.1878702484525553,0.1584343205581243,0.365107843827883,Endometrial,False
FAM171A1,0.4408994560870261,0.1287183737583235,0.319738791436201,Endometrial,False
FAM171A2,-0.0716250042092738,0.6814283268783541,0.8435716337859755,Endometrial,False
FAM172A,0.8649636058230683,7.276148445220008e-07,1.954678890962807e-05,Endometrial,True
FAM174B,0.4800414775098319,0.1203187095849173,0.3059462600721943,Endometrial,False
FAM177A1,0.8386362797337041,0.0016100511985528,0.0127980690705059,Endometrial,True
FAM185A,0.1839044214464147,0.5699294571527369,0.771008081295838,Endometrial,False
FAM193A,0.0527520212150671,0.8922413413244813,0.9544142355767832,Endometrial,False
FAM193B,0.4000748186335168,0.1984231466449487,0.4230953131792341,Endometrial,False
FAM204A,0.9969610465937236,0.003137050986477,0.021567845012872,Endometrial,True
FAM207A,0.3782471727600506,0.0927115471229359,0.2556101698314965,Endometrial,False
FAM20B,0.283834432644623,0.3760716757086184,0.616562039059675,Endometrial,False
FAM210A,0.2268967734393266,0.4094102588566227,0.6487360082082732,Endometrial,False
FAM210B,0.1541630262234966,0.5728067622477755,0.7739382270420114,Endometrial,False
FAM221A,0.5600732600732601,0.0541874504617585,0.1765809733403466,Endometrial,False
FAM32A,0.379828765859001,0.200374815402183,0.4259198207100027,Endometrial,False
FAM3A,0.1544315235326471,0.619142472848506,0.8027731392333377,Endometrial,False
FAM3B,0.282445334500129,0.4282188220344004,0.6640809669749466,Endometrial,False
FAM3C,-0.1368964042676248,0.3414788182899402,0.5838829924522146,Endometrial,False
FAM3D,1.2055844155844155,2.786342706386839e-05,0.0004346295146306,Endometrial,True
FAM50A,-0.195938495994487,0.4554184205672388,0.6854507924290587,Endometrial,False
FAM50B,0.2420259728517149,0.4065062049967204,0.6459240310565889,Endometrial,False
FAM53B,0.408932266235637,0.219363260339822,0.45110871478289,Endometrial,False
FAM53C,0.4581030594729224,0.1681441809528864,0.3793319448898556,Endometrial,False
FAM76A,0.1466889912998535,0.6372213211076188,0.8141556706181619,Endometrial,False
FAM76B,0.2625981381440508,0.3769321193166131,0.6176237135790286,Endometrial,False
FAM83B,1.1051242169960949,3.474840294976401e-21,7.561252481868648e-19,Endometrial,True
FAM83E,0.4632430069930069,0.0488670823486105,0.1655015894016756,Endometrial,False
FAM83G,0.7549642419947168,0.0062505108451534,0.0370855121991927,Endometrial,True
FAM83H,0.6799682819979573,0.0014720775643199,0.0119301332586973,Endometrial,True
FAM89A,0.0526094740795957,0.8737197806334991,0.9471184562788726,Endometrial,False
FAM89B,-0.2590056360213135,0.4092862962724691,0.6486576698389606,Endometrial,False
FAM8A1,0.1713491995126933,0.577144013696539,0.7761837909787818,Endometrial,False
FAM91A1,0.1008360200829406,0.7503136782254286,0.8818161295266177,Endometrial,False
FAM92B,1.0372251805528192,0.0005847505263655,0.0056301643600501,Endometrial,True
FAM98A,-0.267868371829738,0.1474082364204791,0.3498885437152577,Endometrial,False
FAM98B,0.1687523842339072,0.6114384696152779,0.7977986191272735,Endometrial,False
FAM98C,0.453162570911731,0.1230037158744003,0.3106861122956414,Endometrial,False
FANCD2,0.8481509112388171,1.0629473698915853e-18,1.6521239120600643e-16,Endometrial,True
FANCI,1.1077718334297282,1.6283995987307582e-34,9.44906007156835e-32,Endometrial,True
FAP,0.0518147865572278,0.8857713947346317,0.9521433889773004,Endometrial,False
FAR1,0.1444880961734894,0.7031127794704035,0.8561686671111348,Endometrial,False
FARP1,0.1992562111951445,0.2427538053451136,0.4766892548635502,Endometrial,False
FARP2,0.9621539015296016,5.778808020576926e-05,0.0008073634833242,Endometrial,True
FARS2,0.4655410518932355,0.1154233107377066,0.2982025813775597,Endometrial,False
FARSA,-0.180356066106346,0.5539745083023477,0.7589502443039949,Endometrial,False
FARSB,0.0177446993096488,0.97192730269406,0.9897806531705976,Endometrial,False
FAS,0.6397202601429925,0.0182957246991853,0.0829406186363067,Endometrial,False
FASN,0.1571391654258396,0.3327859839877795,0.5734645029953737,Endometrial,False
FASTKD1,-0.0184904982657791,0.8969096977420279,0.95686530816198,Endometrial,False
FASTKD2,-0.0742838068985884,0.7657057474660047,0.8910030515968055,Endometrial,False
FASTKD5,0.7883669382129629,2.903733564382175e-05,0.0004513231597211,Endometrial,True
FAT1,0.5882807981492192,9.414169357964648e-07,2.385512620065477e-05,Endometrial,True
FAU,0.0082056520258767,0.9909142886500526,0.9966620889136698,Endometrial,False
FBF1,0.0285219922786129,0.9217685989617018,0.9678014336987518,Endometrial,False
FBL,0.1896075089524138,0.5114419915481844,0.7258359394278399,Endometrial,False
FBLIM1,0.2480575182420737,0.330399975411754,0.5709021021800409,Endometrial,False
FBLN1,-0.3359194836518465,0.1646793734928903,0.3739549352679669,Endometrial,False
FBLN2,0.0904290698103688,0.5153148620846114,0.7294357716026115,Endometrial,False
FBLN5,0.8428099196436263,7.52670492240348e-13,6.180418834396214e-11,Endometrial,True
FBLN7,-0.1524320724068764,0.5062738889090578,0.7218031005838557,Endometrial,False
FBN1,0.278618190320318,0.2968370311463402,0.5375924925297014,Endometrial,False
FBN2,0.4904939825012613,0.0104988209662661,0.0546214809864799,Endometrial,False
FBN3,0.0548521653784811,0.8911298009810134,0.9537915277510628,Endometrial,False
FBP1,0.2873810959477253,0.0628166745562458,0.1964629304123478,Endometrial,False
FBP2,-0.030776585917953,0.9129648844854492,0.9633678295582734,Endometrial,False
FBRS,0.5024488619994238,0.12100423141934,0.3072406155991644,Endometrial,False
FBXL12,-0.0640755072139144,0.7321304768320023,0.872457892343361,Endometrial,False
FBXL15,0.8379837553750598,0.0063069445605877,0.0373183540483419,Endometrial,True
FBXL17,0.7046264905307458,0.003810523150239,0.0252603149274036,Endometrial,True
FBXL18,0.2445756371288286,0.3758173268935584,0.6162611177998365,Endometrial,False
FBXL20,0.7442120030025965,0.0076226088366248,0.0428876453225487,Endometrial,True
FBXL22,-0.3146697837521917,0.2989536155366158,0.5390214078596287,Endometrial,False
FBXL4,-0.1120623777118738,0.6964226456555895,0.8523347987470925,Endometrial,False
FBXL6,0.5783043943738233,0.0325265793720884,0.1243898712015193,Endometrial,False
FBXL8,-0.2567544577482987,0.3616800361723439,0.6040759832234466,Endometrial,False
FBXO11,0.9283383889346934,0.001423571598354,0.0116454578872873,Endometrial,True
FBXO2,0.0169072948328267,0.9118384098621808,0.962950924464987,Endometrial,False
FBXO21,0.3684556624786188,0.0545850007014982,0.1773466330070056,Endometrial,False
FBXO22,-0.0200501765871307,0.8526469083704558,0.937287028347619,Endometrial,False
FBXO28,0.3875706040879613,0.2068595660396756,0.4346947520061169,Endometrial,False
FBXO3,0.1176139509986094,0.6964390037556666,0.8523347987470925,Endometrial,False
FBXO30,-0.2701878468675781,0.2406910467408424,0.4750509911184336,Endometrial,False
FBXO38,0.3260262031016291,0.1622216625118194,0.3706950250729526,Endometrial,False
FBXO4,0.7610128533280829,0.001160610647122,0.0099233350417977,Endometrial,True
FBXO42,0.1064791171874038,0.7588833386603024,0.8881012030040878,Endometrial,False
FBXO44,-0.137608001428845,0.5976500431477585,0.7879297777234123,Endometrial,False
FBXO45,0.4642375681429432,0.1541535363402086,0.3598223459838501,Endometrial,False
FBXO46,0.1736281736281736,0.6369073724915952,0.8141556706181619,Endometrial,False
FBXO6,0.6164324477314399,5.3662673023486054e-08,1.921378434100996e-06,Endometrial,True
FBXO7,0.6334784895955109,0.0277406677711238,0.111998228238946,Endometrial,False
FBXO9,-0.0271044744728955,0.914833133295212,0.9648258320854872,Endometrial,False
FBXW11,0.4435130379139337,0.1342355399456903,0.3281983538447439,Endometrial,False
FBXW2,0.2121143693932047,0.5044297115801761,0.7206081991879318,Endometrial,False
